user_id,email,name,age,gender,city,signup_date,channel,signup_device,vip_grade,marketing_consent,last_login_date,total_spent,order_count,churn,engagement_score,support_tickets,support_level,onboarding_type,week1_activity_score,pre_promo_spent,post_promo_spent
10984,u010984@naver.com,김은우,29,M,부산,01FEB2023,organic,mobile,gold,1,25JUN2024,1152825,5,1,65.0,2,High,A,25.0,48040,54182
10985,u010985@naver.com,신지우,41,M,대전,22MAY2025,email,mobile,platinum,1,,2979140,4,1,76.5,2,High,A,58.0,41347,53683
10986,u010986@gmail.com,조하은,15,F,경기,15JUN2025,social,pc,platinum,0,29JUL2025,2178160,3,1,64.7,0,Low,A,46.6,69199,74542
10987,u010987@gmail.com,임지유,43,U,서울,04APR2025,paid_search,mobile,platinum,1,,1580590,4,1,80.9,1,Low,C,73.8,60207,74690
10988,u010988@gmail.com,이서연,49,M,부산,03FEB2026,organic,mobile,gold,1,03FEB2026,1458585,2,1,57.3,3,High,C,57.4,41653,54163
10989,u010989@hanmail.net,임소율,57,M,경기,27OCT2024,organic,mobile,bronze,0,10APR2025,69060,2,1,56.5,0,Low,B,68.8,37110,39865
10990,u010990@hanmail.net,박윤서,34,F,인천,06JAN2025,organic,pc,gold,1,04AUG2025,1060125,4,1,67.9,4,High,C,46.8,68289,73736
10991,u010991@outlook.com,윤하윤,28,F,대구,28APR2025,organic,tablet,silver,1,,583440,4,1,54.2,1,Low,C,45.7,89299,99600
10992,u010992@daum.net,임지원,41,M,서울,11JAN2023,organic,mobile,gold,1,05JAN2026,819010,4,1,66.5,4,High,C,63.6,34195,33188
10993,u010993@outlook.com,윤은우,29,F,서울,01OCT2024,organic,mobile,bronze,0,14FEB2025,266500,2,1,45.4,1,Low,B,63.0,42621,40765
10994,u010994@daum.net,신지우,40,F,인천,24JUN2023,organic,tablet,bronze,1,,228430,2,1,47.1,0,Low,A,60.0,61757,71191
10995,u010995@kakao.com,송도윤,30,M,경기,02FEB2024,organic,pc,silver,1,15SEP2024,325410,4,1,37.1,2,High,C,53.4,54932,46951
10996,u010996@kakao.com,장서윤,40,F,인천,12JUN2025,referral,pc,vip,0,12JUN2025,5542940,7,1,74.1,2,High,B,57.5,46904,56270
10997,u010997@naver.com,장지원,37,M,부산,13NOV2025,organic,mobile,platinum,1,29NOV2025,2717555,6,1,68.0,2,High,B,42.2,22137,23984
10998,u010998@kakao.com,최준우,33,F,인천,27OCT2023,social,mobile,vip,1,,7678345,5,1,89.8,2,High,B,61.5,62625,66464
10999,u010999@kakao.com,박민준,32,M,경남,04DEC2024,organic,pc,bronze,1,06MAY2025,146500,2,1,60.8,1,Low,B,49.7,65977,66061
11000,u011000@hanmail.net,신지유,14,M,충남,05JAN2026,social,mobile,silver,0,05JAN2026,751370,4,1,52.8,0,Low,A,58.1,66446,68978
11001,u011001@gmail.com,신수아,22,F,경기,23AUG2023,social,mobile,platinum,1,30NOV2024,2993130,3,1,50.0,1,Low,A,62.4,36090,51405
11002,u011002@kakao.com,황하윤,39,M,경기,04DEC2025,paid_search,mobile,bronze,1,04DEC2025,179180,3,1,57.0,0,Low,B,45.6,49899,51809
11003,u011003@daum.net,정서윤,31,M,충북,20JUL2023,paid_search,pc,bronze,0,14JUN2025,5900,1,1,59.3,0,Low,A,68.3,68945,72400
11004,u011004@daum.net,전준우,27,M,서울,12MAY2025,social,pc,bronze,0,12MAY2025,119790,2,1,59.7,2,High,A,56.7,27911,26677
11005,u011005@kakao.com,권민준,28,M,서울,04JUN2024,email,mobile,silver,0,12JUN2024,534880,6,1,68.7,1,Low,C,59.6,59578,61098
11006,u011006@naver.com,장수아,27,M,경기,20NOV2023,paid_search,mobile,vip,1,24AUG2024,5688705,3,1,68.7,1,Low,A,49.3,56405,59861
11007,u011007@daum.net,조지유,36,M,서울,04MAR2024,referral,mobile,vip,0,13OCT2025,4316345,4,1,62.4,2,High,A,55.9,79966,86143
11008,u011008@kakao.com,서시우,32,F,부산,21MAR2024,organic,mobile,gold,1,15MAY2025,1461850,4,1,50.4,2,High,C,57.8,39742,43582
11009,u011009@daum.net,윤주원,38,F,경기,18DEC2023,organic,mobile,vip,1,24JUN2024,6313340,4,1,71.9,2,High,A,48.6,52000,53199
11010,u011010@kakao.com,오수아,31,F,경북,06OCT2023,social,mobile,vip,0,26MAR2025,9689900,4,1,77.4,4,High,B,42.5,40264,44908
11011,u011011@hanmail.net,최윤서,30,F,부산,31MAY2026,social,mobile,gold,0,31MAY2026,1103570,5,0,60.6,0,Low,C,51.7,65701,70458
11012,u011012@daum.net,황준호,36,F,경남,19JUN2024,paid_search,mobile,gold,1,18OCT2025,979850,3,1,55.8,2,High,C,56.3,52941,63663
11013,u011013@kakao.com,강주원,16,F,서울,17OCT2023,paid_search,pc,vip,0,16JUL2024,5950240,4,1,70.2,3,High,B,24.8,40226,48392
11014,u011014@hanmail.net,정채원,36,M,경기,12FEB2025,social,pc,bronze,0,30APR2025,151000,1,1,41.3,1,Low,A,34.4,35346,40148
11015,u011015@kakao.com,김윤서,41,M,서울,18MAY2025,social,mobile,bronze,1,,25320,1,1,58.4,2,High,B,45.7,24913,29637
11016,u011016@kakao.com,신지훈,36,M,서울,21NOV2023,organic,pc,silver,1,,504465,3,1,55.9,1,Low,B,49.0,51639,68912
11017,u011017@naver.com,장현우,23,F,울산,14DEC2024,organic,mobile,vip,1,,3898445,3,1,65.0,2,High,A,37.8,63713,63350
11018,u011018@kakao.com,송민준,30,F,경기,20MAR2024,social,mobile,platinum,0,,2904480,1,1,55.1,3,High,B,44.7,60775,70471
11019,u011019@daum.net,강하은,32,F,서울,09FEB2024,organic,pc,gold,0,04JUL2024,1031110,3,1,41.0,3,High,A,57.0,36171,41625
11020,u011020@gmail.com,권채원,67,M,서울,13JUN2026,paid_search,mobile,bronze,1,13JUN2026,206000,1,0,68.4,1,Low,B,39.9,28269,34733
11021,u011021@kakao.com,황지민,40,F,경기,13APR2025,email,mobile,bronze,0,01FEB2026,114300,1,1,57.1,1,Low,C,45.8,44189,47062
11022,u011022@daum.net,윤소율,34,F,서울,10APR2026,social,mobile,vip,1,10APR2026,4128620,5,1,47.5,2,High,A,36.8,38088,46696
11023,u011023@kakao.com,류지민,50,F,대구,27JUN2023,social,mobile,vip,1,27FEB2026,3423115,4,1,75.5,3,High,C,70.0,23814,22103
11024,u011024@gmail.com,정준우,65,M,강원,24JAN2026,organic,mobile,bronze,1,10MAY2026,216780,3,0,63.7,1,Low,C,55.8,42293,57156
11025,u011025@gmail.com,신하윤,28,F,충남,09MAY2026,email,mobile,vip,1,09MAY2026,7165205,5,0,75.7,0,Low,A,36.5,59452,67023
11026,u011026@kakao.com,조준호,25,M,경기,26JUN2026,paid_search,mobile,bronze,1,26JUN2026,242060,3,0,72.6,2,High,B,35.4,58491,58239
11027,u011027@daum.net,최다은,46,M,충남,23MAR2023,referral,mobile,silver,1,22JUL2024,336205,1,1,56.4,6,High,C,56.7,27786,29007
11028,u011028@hanmail.net,김윤서,55,M,경기,03JUL2024,organic,mobile,vip,1,09FEB2026,3647475,4,1,48.8,0,Low,B,41.0,35506,37990
11029,u011029@naver.com,최하윤,26,M,광주,02JUL2025,organic,mobile,bronze,0,07SEP2025,243460,3,1,57.2,1,Low,C,58.6,58128,67345
11030,u011030@kakao.com,신소율,25,M,경기,09JUN2023,social,mobile,vip,1,17NOV2024,5328745,3,1,73.6,1,Low,C,45.4,48804,55267
11031,u011031@daum.net,황지안,26,M,인천,17FEB2025,social,pc,bronze,0,17FEB2025,193420,2,1,44.3,1,Low,C,45.8,33895,39186
11032,u011032@gmail.com,조예준,41,U,부산,25JUN2024,referral,mobile,vip,0,03JUL2025,3954405,4,1,74.5,0,Low,C,47.8,49051,54522
11033,u011033@daum.net,임윤서,24,M,울산,22MAY2025,paid_search,pc,platinum,1,,1626555,3,1,39.3,1,Low,C,55.0,74877,91357
11034,u011034@kakao.com,임지유,26,M,충북,22FEB2024,email,pc,platinum,1,02JUL2026,2369860,5,0,75.3,1,Low,B,66.6,56600,60512
11035,u011035@daum.net,최하은,24,F,부산,06APR2024,social,mobile,vip,1,12DEC2025,4106445,5,1,56.7,1,Low,B,67.6,63642,67143
11036,u011036@daum.net,오채원,18,M,경기,03NOV2025,social,mobile,vip,0,03NOV2025,3637000,2,1,54.2,2,High,A,49.2,29594,40145
11037,u011037@kakao.com,강서윤,46,F,대전,02SEP2023,social,pc,vip,0,16SEP2024,3584350,5,1,65.0,3,High,A,20.9,45848,64847
11038,u011038@kakao.com,서하윤,20,F,전북,09FEB2024,social,mobile,silver,1,26JAN2026,745220,3,1,61.7,3,High,A,50.0,37334,40132
11039,u011039@hanmail.net,김소율,40,F,서울,23MAR2026,organic,mobile,bronze,0,,85325,2,1,51.3,2,High,B,56.0,67330,78999
11040,u011040@kakao.com,윤도윤,39,F,제주,23FEB2023,social,mobile,vip,1,07MAR2026,3107255,5,1,55.8,5,High,C,89.1,27116,32807
11041,u011041@outlook.com,황준우,55,M,경기,06JAN2025,paid_search,pc,vip,0,19JUN2026,3203310,3,0,59.0,0,Low,A,60.9,73454,73100
11042,u011042@gmail.com,정예은,23,F,제주,06SEP2025,organic,pc,vip,1,06SEP2025,9324300,6,1,63.6,1,Low,B,44.7,68552,75152
11043,u011043@daum.net,조하윤,27,M,경기,05FEB2024,organic,mobile,vip,1,22DEC2025,5867740,3,1,68.9,1,Low,C,36.9,55747,61351
11044,u011044@gmail.com,박주원,22,F,전남,28MAR2023,paid_search,mobile,gold,1,31MAY2026,808295,4,0,70.1,0,Low,B,64.3,51261,51127
11045,u011045@outlook.com,이채원,51,F,부산,03MAR2023,social,mobile,gold,1,12JUL2025,1000560,2,1,57.5,0,Low,B,47.9,55973,66141
11046,u011046@naver.com,이민준,32,M,대구,27JUL2025,organic,mobile,vip,0,14SEP2025,4477070,4,1,79.4,1,Low,A,37.8,38780,47307
11047,u011047@naver.com,전현우,43,M,강원,20NOV2024,paid_search,mobile,gold,1,20NOV2024,1476000,1,1,77.9,1,Low,B,53.0,44341,48611
11048,u011048@kakao.com,임지안,29,M,대구,14JUN2024,email,mobile,silver,1,,721315,4,1,48.8,0,Low,B,56.0,51193,61900
11049,u011049@daum.net,전지안,38,M,충남,12DEC2025,paid_search,pc,bronze,0,12DEC2025,218240,1,1,49.9,2,High,C,75.8,58112,61020
11050,u011050@kakao.com,장도윤,62,M,서울,20NOV2024,paid_search,pc,gold,1,08APR2025,930300,3,1,84.4,1,Low,C,74.7,43521,41433
11051,u011051@hanmail.net,송유진,39,F,부산,05AUG2025,referral,mobile,vip,0,05AUG2025,5147910,9,1,88.3,3,High,C,52.7,42029,43989
11052,u011052@gmail.com,강서연,26,M,충남,17JUL2023,social,mobile,platinum,0,01MAR2026,2285735,4,1,41.6,2,High,A,40.1,54052,55789
11053,u011053@kakao.com,전예은,32,U,경기,28OCT2025,email,mobile,vip,1,28OCT2025,5014510,5,1,74.7,2,High,C,65.8,62082,66590
11054,u011054@hanmail.net,강하윤,26,M,전남,31MAR2026,organic,pc,gold,1,31MAR2026,871240,4,1,57.0,5,High,C,56.2,56015,65937
11055,u011055@gmail.com,임지유,45,M,서울,04MAY2023,paid_search,mobile,silver,1,24SEP2025,332445,2,1,64.0,3,High,C,44.0,22466,19700
11056,u011056@kakao.com,장소율,14,M,부산,11JUN2026,paid_search,mobile,vip,1,11JUN2026,7664695,5,0,65.7,0,Low,C,67.6,65137,69057
11057,u011057@kakao.com,장준우,15,M,광주,15MAR2023,email,pc,gold,1,26JUN2024,906700,1,1,46.6,3,High,A,54.8,72953,75715
11058,u011058@kakao.com,박윤서,31,F,광주,18MAR2024,email,mobile,bronze,0,27OCT2024,101180,2,1,41.3,2,High,A,49.2,23584,31063
11059,u011059@hanmail.net,오예준,38,M,경기,11JUL2024,social,mobile,gold,1,18JAN2025,896220,2,1,49.9,4,High,B,53.8,52747,50049
11060,u011060@outlook.com,한도윤,34,F,서울,25FEB2023,organic,pc,bronze,1,24NOV2025,0,0,1,53.0,2,High,B,63.4,47282,52445
11061,u011061@gmail.com,신시우,43,M,서울,03AUG2024,paid_search,mobile,vip,1,03AUG2024,4214610,3,1,53.2,1,Low,C,54.2,66579,69731
11062,u011062@outlook.com,류주원,39,M,전남,19JUL2023,paid_search,pc,platinum,1,15SEP2025,2927460,3,1,56.8,0,Low,A,35.2,80793,92074
11063,u011063@outlook.com,임하준,20,F,서울,22MAY2023,paid_search,pc,bronze,0,20JUN2026,204660,2,0,29.6,0,Low,C,46.7,22178,23864
11064,u011064@daum.net,류지호,31,M,서울,04APR2023,email,mobile,platinum,1,10APR2026,2983980,4,1,77.3,1,Low,C,69.1,36238,36071
11065,u011065@hanmail.net,정지민,52,F,서울,08JAN2023,paid_search,tablet,platinum,0,29MAR2026,2940660,7,1,80.5,2,High,B,54.0,98322,101174
11066,u011066@hanmail.net,장준호,41,M,전남,17AUG2025,organic,mobile,silver,0,,308900,4,1,49.3,1,Low,A,53.1,6408,14370
11067,u011067@hanmail.net,김지훈,44,F,서울,13JAN2026,organic,mobile,platinum,1,13JAN2026,2104820,4,1,58.2,1,Low,B,50.8,47274,58241
11068,u011068@gmail.com,권소율,67,M,경기,27APR2025,paid_search,mobile,platinum,0,15OCT2025,1590520,3,1,65.8,0,Low,C,45.8,24693,25514
11069,u011069@outlook.com,최하은,51,M,경기,09SEP2024,organic,mobile,bronze,1,11OCT2024,181285,3,1,70.1,1,Low,A,44.5,43414,44369
11070,u011070@naver.com,조지호,51,M,서울,30AUG2024,social,mobile,vip,0,28JAN2025,3680525,5,1,71.7,3,High,B,67.8,59694,62742
11071,u011071@outlook.com,강지유,42,F,경기,15DEC2024,paid_search,pc,platinum,1,,1749350,3,1,52.0,1,Low,A,49.8,51713,49494
11072,u011072@daum.net,권지유,23,M,전북,10FEB2023,paid_search,tablet,vip,1,01FEB2026,4205700,6,1,47.7,2,High,C,55.2,57118,65927
11073,u011073@daum.net,강민준,25,F,서울,28MAY2026,social,mobile,bronze,1,01JUN2026,103930,1,0,35.9,3,High,C,78.9,47955,63996
11074,u011074@daum.net,조도윤,34,F,대전,13MAY2026,paid_search,mobile,platinum,1,13MAY2026,2809675,3,0,65.1,2,High,A,41.8,56965,55023
11075,u011075@naver.com,전예준,50,F,경기,12MAR2025,paid_search,mobile,gold,1,04JUL2026,1491305,6,0,51.5,0,Low,B,49.1,77418,89004
11076,u011076@hanmail.net,박하윤,21,M,경기,25NOV2024,organic,mobile,platinum,1,29DEC2024,2235300,3,1,64.9,1,Low,A,35.9,50822,54434
11077,u011077@naver.com,서지우,46,F,경기,21MAR2026,paid_search,pc,vip,0,21MAR2026,3079600,4,1,58.1,1,Low,C,62.7,38272,37582
11078,u011078@daum.net,이지민,50,F,서울,07APR2025,organic,mobile,platinum,1,23MAR2026,2978205,2,1,51.5,1,Low,C,45.1,58928,68215
11079,u011079@hanmail.net,박민준,14,F,광주,16DEC2025,referral,mobile,gold,0,16DEC2025,1453410,4,1,44.8,4,High,C,76.7,70356,78355
11080,u011080@gmail.com,서민준,50,M,경남,09DEC2024,organic,pc,bronze,1,24JAN2026,112040,3,1,69.6,2,High,C,47.4,39758,37206
11081,u011081@daum.net,장수아,25,M,경기,22JAN2025,organic,mobile,bronze,0,26APR2025,192825,2,1,62.9,1,Low,C,58.1,39544,49554
11082,u011082@hanmail.net,류지원,40,F,경기,10SEP2025,paid_search,mobile,gold,0,10SEP2025,1377620,5,1,80.9,1,Low,A,49.2,35303,52714
11083,u011083@gmail.com,송예준,35,M,경기,14AUG2025,organic,mobile,silver,0,03JUL2026,747600,3,0,63.1,0,Low,B,55.7,37094,50961
11084,u011084@naver.com,정지원,49,M,경북,25APR2025,organic,mobile,platinum,0,29APR2025,1939420,2,1,56.0,2,High,C,80.5,33852,43373
11085,u011085@outlook.com,임서연,26,F,전남,15JUN2025,social,pc,silver,0,17JUN2025,301700,1,1,69.9,3,High,B,49.5,60957,66677
11086,u011086@hanmail.net,신예은,39,M,서울,09DEC2025,social,pc,platinum,0,09DEC2025,1782630,5,1,60.4,3,High,C,47.4,73677,75589
11087,u011087@hanmail.net,안다은,27,F,경북,01MAY2026,email,tablet,platinum,0,01MAY2026,2961800,1,0,67.4,0,Low,A,43.2,75882,90140
11088,u011088@naver.com,박서현,30,M,서울,30JUN2026,paid_search,mobile,vip,0,30JUN2026,3474720,1,0,65.6,0,Low,B,57.5,38096,37175
11089,u011089@gmail.com,조지호,25,F,경기,11OCT2024,paid_search,mobile,silver,1,05MAY2025,325460,2,1,16.6,2,High,B,52.3,56243,57326
11090,u011090@outlook.com,장지안,14,M,부산,02JAN2024,referral,mobile,bronze,1,21JUN2024,102900,1,1,69.9,3,High,A,56.9,47628,50341
11091,u011091@naver.com,정지우,41,M,경북,02JUL2023,organic,mobile,platinum,0,13APR2025,2910230,1,1,70.7,1,Low,A,72.6,51821,67049
11092,u011092@daum.net,최민서,22,M,경기,18APR2024,social,mobile,bronze,1,,84780,1,1,53.4,2,High,C,58.4,59142,71175
11093,u011093@kakao.com,박하윤,18,F,전남,31MAY2024,organic,mobile,bronze,0,06NOV2025,108625,2,1,49.2,0,Low,C,71.5,29136,32488
11094,u011094@naver.com,서윤서,25,F,서울,07APR2025,organic,mobile,vip,1,,5052605,4,1,72.0,0,Low,B,59.0,65442,77310
11095,u011095@daum.net,장지안,33,M,경기,12OCT2025,paid_search,pc,bronze,1,29JAN2026,124000,1,1,42.9,1,Low,A,50.9,42674,39356
11096,u011096@hanmail.net,조소율,46,M,경북,10OCT2024,organic,mobile,platinum,0,09MAR2026,1671600,2,1,68.1,3,High,A,58.9,47671,48647
11097,u011097@outlook.com,윤서윤,29,F,서울,16JAN2025,other,mobile,bronze,0,25FEB2026,130440,2,1,34.2,1,Low,C,50.1,42830,41291
11098,u011098@daum.net,임서연,26,F,경기,14SEP2025,referral,mobile,silver,0,,441870,6,1,56.9,2,High,B,57.8,59554,67054
11099,u011099@hanmail.net,김채원,44,M,광주,01JUN2025,organic,pc,vip,1,04OCT2025,3737200,8,1,73.8,3,High,B,80.8,48200,45961
11100,u011100@kakao.com,전하은,30,F,경기,03AUG2025,organic,mobile,platinum,1,,1572795,5,1,57.5,0,Low,A,26.3,62519,70680
11101,u011101@kakao.com,김윤서,24,F,서울,10JAN2023,organic,mobile,vip,1,13MAR2025,6735090,5,1,78.0,2,High,A,64.6,64937,64671
11102,u011102@naver.com,류서윤,55,F,대구,28SEP2024,paid_search,mobile,gold,1,,976730,4,1,45.0,0,Low,B,41.7,53883,55829
11103,u011103@outlook.com,이도윤,36,F,대전,15FEB2023,organic,mobile,platinum,0,26MAY2026,1927825,7,0,49.3,0,Low,A,48.5,51711,65895
11104,u011104@kakao.com,오시우,33,F,강원,29SEP2024,referral,pc,platinum,1,02DEC2024,1794415,4,1,63.8,1,Low,B,53.3,61757,73156
11105,u011105@outlook.com,서지민,32,F,경기,15MAR2023,referral,mobile,bronze,1,19OCT2025,187900,2,1,60.2,4,High,C,42.5,38923,40510
11106,u011106@naver.com,신지원,17,F,서울,04FEB2026,referral,mobile,gold,1,04FEB2026,1458680,4,1,36.1,3,High,A,42.9,42522,38931
11107,u011107@gmail.com,정지훈,22,M,경기,06FEB2023,referral,mobile,bronze,1,14APR2026,182320,1,0,58.1,1,Low,B,43.6,49413,52396
11108,u011108@outlook.com,박서연,43,M,전북,30JUL2024,organic,tablet,platinum,0,27SEP2024,2459450,5,1,56.3,1,Low,C,52.4,6161,9567
11109,u011109@hanmail.net,안주원,40,M,대구,18JUL2025,paid_search,mobile,platinum,1,18JUL2025,2342395,6,1,60.4,5,High,B,59.2,49243,46959
11110,u011110@naver.com,김민서,42,M,경기,02JUL2025,paid_search,mobile,gold,1,,1130240,7,1,41.4,2,High,B,57.2,49217,54686
11111,u011111@outlook.com,신지유,25,M,경기,24MAR2025,organic,mobile,gold,1,24MAR2025,1138085,4,1,47.5,1,Low,A,53.7,41848,50655
11112,u011112@outlook.com,강준우,23,F,광주,02APR2026,email,mobile,bronze,1,30APR2026,141440,1,0,62.9,0,Low,C,59.6,73037,75810
11113,u011113@kakao.com,안하윤,49,F,인천,04JAN2025,referral,mobile,silver,1,,302800,1,1,53.7,0,Low,A,67.3,46196,48122
11114,u011114@outlook.com,최윤서,40,F,전북,21DEC2024,organic,mobile,bronze,1,22AUG2025,70600,1,1,43.9,0,Low,B,51.5,69941,77087
11115,u011115@kakao.com,강다은,35,M,서울,15MAY2026,referral,mobile,gold,1,15MAY2026,1037155,7,0,56.3,0,Low,A,48.4,57160,62309
11116,u011116@outlook.com,김도윤,46,F,서울,05AUG2024,organic,mobile,vip,0,03JAN2025,4327030,4,1,74.4,5,High,A,42.9,62446,69494
11117,u011117@hanmail.net,장주원,34,F,서울,03OCT2025,organic,pc,platinum,1,,2877465,2,1,69.9,2,High,B,52.0,44440,51880
11118,u011118@hanmail.net,최예준,39,M,서울,27FEB2023,social,pc,vip,1,10NOV2024,6489740,5,1,72.0,2,High,A,36.9,42899,42547
11119,u011119@outlook.com,장유진,34,M,경기,03JUL2025,other,mobile,silver,0,07JUN2026,368360,4,0,67.6,0,Low,C,32.1,50337,59816
11120,u011120@gmail.com,장서윤,23,F,부산,02AUG2024,organic,pc,platinum,1,10SEP2025,2800740,2,1,76.3,3,High,B,64.0,41536,45168
11121,u011121@gmail.com,서은우,27,M,인천,06JUL2024,paid_search,tablet,platinum,1,11FEB2026,2178635,5,1,67.4,1,Low,A,46.3,34052,38208
11122,u011122@kakao.com,안예준,30,F,부산,19MAR2023,organic,mobile,vip,1,04NOV2024,3537195,6,1,66.9,3,High,A,57.2,55683,56716
11123,u011123@hanmail.net,박민서,17,M,경북,29FEB2024,organic,mobile,vip,1,09MAY2025,4473640,4,1,76.9,1,Low,B,52.5,66722,78543
11124,u011124@naver.com,강지민,32,F,서울,13DEC2024,paid_search,mobile,vip,1,11MAY2025,3453930,3,1,70.0,1,Low,A,58.7,51884,55647
11125,u011125@outlook.com,전도윤,54,M,충북,02OCT2023,referral,pc,vip,0,15JUN2026,3300335,4,0,78.9,0,Low,C,62.2,46421,54459
11126,u011126@outlook.com,권주원,23,F,강원,04NOV2025,organic,mobile,gold,1,,927855,4,1,68.5,2,High,C,55.9,54757,56130
11127,u011127@naver.com,신은우,48,M,서울,29APR2026,social,mobile,gold,1,29APR2026,1261175,5,0,46.0,2,High,C,75.1,30090,30098
11128,u011128@hanmail.net,서민준,41,M,부산,17MAR2026,organic,pc,bronze,1,17MAR2026,227310,3,1,38.7,3,High,C,60.3,36889,38732
11129,u011129@daum.net,장지우,43,F,대구,07NOV2023,organic,mobile,gold,1,06JUL2024,821705,3,1,47.9,0,Low,A,64.2,35113,35883
11130,u011130@gmail.com,권시우,37,F,경기,13NOV2025,paid_search,pc,platinum,1,13NOV2025,2589080,8,1,75.8,1,Low,C,60.4,61735,69624
11131,u011131@daum.net,신준우,19,M,경기,29AUG2023,social,mobile,silver,1,29JAN2025,423720,4,1,34.6,2,High,C,43.5,70057,73886
11132,u011132@naver.com,최주원,35,F,충남,03NOV2025,email,mobile,vip,0,03NOV2025,4070685,4,1,72.6,0,Low,B,63.5,27351,16908
11133,u011133@hanmail.net,한다은,37,M,서울,27DEC2024,organic,mobile,platinum,0,14APR2025,1996060,3,1,66.2,3,High,A,36.2,41693,40102
11134,u011134@naver.com,이예은,30,F,경기,19JUN2026,paid_search,mobile,platinum,1,19JUN2026,2931840,5,0,79.1,1,Low,C,53.7,33500,25178
11135,u011135@gmail.com,황수아,26,M,서울,02NOV2023,paid_search,mobile,platinum,1,,2782560,4,1,66.4,1,Low,C,80.5,68947,76315
11136,u011136@naver.com,류지안,25,M,경기,09OCT2025,paid_search,mobile,vip,1,09OCT2025,4514925,8,1,51.9,0,Low,A,66.4,31599,41763
11137,u011137@outlook.com,황지안,36,M,서울,15APR2025,referral,pc,silver,1,15APR2025,749350,2,1,44.3,0,Low,B,71.5,35792,42762
11138,u011138@outlook.com,조준호,26,M,서울,25APR2025,organic,tablet,gold,1,,921860,3,1,42.4,0,Low,B,58.0,53542,58641
11139,u011139@hanmail.net,한하은,34,M,서울,05MAY2024,social,mobile,gold,1,10DEC2024,1265015,4,1,52.0,0,Low,B,53.4,41151,44698
11140,u011140@hanmail.net,오윤서,39,F,경기,05JAN2023,email,tablet,bronze,1,,287480,4,1,50.8,2,High,A,42.3,46378,50946
11141,u011141@hanmail.net,최지훈,35,F,전남,09SEP2024,organic,pc,bronze,0,25MAR2025,74300,1,1,34.3,1,Low,C,43.3,45103,55062
11142,u011142@gmail.com,황지유,28,M,충북,27JAN2026,referral,mobile,silver,1,,334480,4,1,72.1,0,Low,A,59.6,59363,60189
11143,u011143@naver.com,황준호,22,F,대전,02JUL2024,organic,pc,gold,0,,1284210,7,1,42.2,0,Low,A,54.9,66432,71304
11144,u011144@gmail.com,조서현,43,M,서울,18NOV2025,other,mobile,bronze,1,25JUN2026,128640,2,0,67.4,1,Low,A,48.9,28799,31384
11145,u011145@gmail.com,서채원,32,F,경북,28JAN2026,social,mobile,gold,0,28JAN2026,900900,2,1,71.9,1,Low,A,44.9,56211,63552
11146,u011146@naver.com,정주원,24,F,경기,19MAY2024,organic,pc,silver,1,28OCT2025,714865,3,1,67.4,1,Low,B,46.8,40477,49726
11147,u011147@daum.net,김서현,26,M,부산,27AUG2023,social,mobile,platinum,1,03AUG2025,1737265,4,1,52.0,3,High,A,42.3,53893,55597
11148,u011148@naver.com,정민준,66,M,경기,21JUN2025,referral,mobile,vip,1,21JUN2025,5517100,5,1,75.3,1,Low,B,44.2,41108,46235
11149,u011149@outlook.com,신수아,37,M,경북,09JAN2023,email,mobile,platinum,1,18JUL2025,2168960,2,1,46.2,4,High,C,90.5,28657,42807
11150,u011150@gmail.com,한수아,28,F,대구,04DEC2024,paid_search,mobile,platinum,1,05JUL2026,2356000,4,0,74.2,1,Low,A,39.4,26888,32908
11151,u011151@kakao.com,이지우,39,M,광주,15DEC2024,other,pc,silver,1,15DEC2024,569530,3,1,54.4,1,Low,C,39.4,46666,49489
